# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/nextflow/RNA_seq_analysis_pc_version/raw_data/S288C_reference_genome_R64-5-1_20240529/yeast.gtf" "-o" "FeatureCounts.txt" "results_star/SRR18396493Aligned.sortedByCoord.out.bam" "results_star/SRR18396494Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results_star/SRR18396493Aligned.sortedByCoord.out.bam	results_star/SRR18396494Aligned.sortedByCoord.out.bam
YDR342C	chrIV	1154216	1155928	-	1713	336	227
YDR087C	chrIV	617470	618306	-	837	789	446
YDL236W	chrIV	32296	33234	+	939	660	686
YDR012W	chrIV	471853	472941	+	1089	2019	1200
YDL121C	chrIV	245133	245582	-	450	1947	1317
YDR525W-A	chrIV	1490596	1490835	+	240	380	273
tG(GCC)D2	chrIV	992832	992902	+	71	4	8
YDL190C	chrIV	118707	121592	-	2886	2924	2144
YDL047W	chrIV	369771	370706	+	936	3543	3017
YDR099W	chrIV	653607	654428	+	822	9702	6688
YDR092W	chrIV;chrIV	629876;630174	629905;630605	+;+	462	1408	1119
YDR164C	chrIV	782041	784215	-	2175	1321	1042
YDR058C	chrIV	567723	568703	-	981	1028	818
YDL020C	chrIV	415113	416708	-	1596	14400	10208
YDL025C	chrIV	405344	407206	-	1863	4180	2831
YDR374C	chrIV	1223474	1224394	-	921	132	137
YDL207W	chrIV	88248	89864	+	1617	2190	2000
YDR270W	chrIV	1005675	1008689	+	3015	2731	1781
YDR152W	chrIV	765706	766503	+	798	2036	1904
YDL148C	chrIV	188154	190586	-	2433	2373	1599
tI(UAU)D	chrIV;chrIV	884361;884458	884397;884493	+;+	73	8	3
YDR379C-A	chrIV	1233278	1233517	-	240	440	361
YDR218C	chrIV	903781	905052	-	1272	209	141
YDL018C	chrIV	422833	423510	-	678	407	212
YDR507C	chrIV	1462358	1465786	-	3429	498	353
YDL003W	chrIV	444683	446383	+	1701	57	66
YDR524C-B	chrIV	1489598	1489798	-	201	1417	1174
YDR371W	chrIV	1219413	1220948	+	1536	882	583
YDR359C	chrIV	1191936	1194884	-	2949	3358	2285
YDL180W	chrIV	135896	137539	+	1644	1155	868
YDL133W	chrIV	222427	223740	+	1314	2364	2020
YDR335W	chrIV	1141168	1144842	+	3675	4527	2820
YDR351W	chrIV	1178666	1181260	+	2595	2376	1732
YDL150W	chrIV	183343	184611	+	1269	866	575
YDL177C	chrIV	141209	141721	-	513	479	405
YDR171W	chrIV	806621	807748	+	1128	29036	28860
YDR364C	chrIV	1202843	1204210	-	1368	1849	1266
YDR309C	chrIV	1079048	1080199	-	1152	81	89
YDL239C	chrIV	26403	28775	-	2373	788	418
YDL228C	chrIV	45277	45918	-	642	1	0
YDL156W	chrIV	174918	176486	+	1569	610	575
YDL016C	chrIV	425570	425872	-	303	16	1
tX(XXX)D	chrIV	1150842	1150941	-	100	2	2
YDR524W-C	chrIV	1489403	1489492	+	90	1505	1133
YDL085W	chrIV	303211	304848	+	1638	16700	8252
YDR300C	chrIV	1061505	1062791	-	1287	705	468
YDL168W	chrIV	159604	160764	+	1161	11056	7731
YDR360W	chrIV	1194598	1195032	+	435	79	62
YDR195W	chrIV	848599	850200	+	1602	1470	1292
YDR321W	chrIV	1108702	1109847	+	1146	341	176
YDR237W	chrIV	936615	937493	+	879	442	380
YDL127W	chrIV	234927	235853	+	927	95	98
YDR107C	chrIV	669016	671034	-	2019	643	513
YDR472W	chrIV	1403322	1404173	+	852	597	612
YDL030W	chrIV	397537	399129	+	1593	866	870
YDR468C	chrIV	1398026	1398700	-	675	2756	1686
YDL084W	chrIV	305237	306577	+	1341	1341	846
YDL203C	chrIV	96082	97953	-	1872	1915	1293
YDL025W-A	chrIV	405410	405514	+	105	0	0
YDR285W	chrIV	1032436	1035063	+	2628	665	577
YDL229W	chrIV	44065	45906	+	1842	1149	867
YDR329C	chrIV	1126270	1127595	-	1326	4470	3960
YDR034C	chrIV	509737	512109	-	2373	2972	2289
YDR009W	chrIV	463434	464996	+	1563	1118	1645
tS(AGA)D2	chrIV	980974	981055	-	82	2	2
YDR488C	chrIV	1429188	1430789	-	1602	259	160
YDR103W	chrIV	658350	661103	+	2754	1727	1407
YDR336W	chrIV	1145092	1146036	+	945	562	370
YDL101C	chrIV	280307	281848	-	1542	338	269
YDR162C	chrIV	780390	781100	-	711	1559	1280
YDR312W	chrIV	1087581	1088942	+	1362	986	729
YDL061C	chrIV	340628	340798	-	171	503	278
YDL040C	chrIV	378874	381438	-	2565	1278	865
YDR145W	chrIV	746738	748357	+	1620	4261	2618
YDR124W	chrIV	700315	701289	+	975	863	664
YDL231C	chrIV	38867	42244	-	3378	2371	1655
YDR190C	chrIV	840604	841995	-	1392	1968	1226
YDL064W	chrIV;chrIV	337487;337635	337524;338070	+;+	474	853	549
YDR463W	chrIV	1386816	1388375	+	1560	6317	5019
YDR491C	chrIV	1434500	1434991	-	492	151	135
YDR449C	chrIV	1357580	1358902	-	1323	498	281
YDL035C	chrIV	389172	392057	-	2886	7011	5423
YDR074W	chrIV	593893	596583	+	2691	60306	47727
YDR525W	chrIV	1489905	1490234	+	330	27	19
YDR257C	chrIV	969990	971474	-	1485	557	368
YDR402C	chrIV	1272234	1273703	-	1470	189	140
YDR450W	chrIV;chrIV	1359923;1360405	1359969;1360798	+;+	441	813	349
YDR376W	chrIV	1226822	1228303	+	1482	919	677
YDR161W	chrIV	779043	780206	+	1164	1104	754
YDR090C	chrIV	625066	625998	-	933	921	592
YDR189W	chrIV	838392	840392	+	2001	2731	1998
YDR524C	chrIV	1487542	1488990	-	1449	1621	1040
YDL237W	chrIV	30657	31829	+	1173	930	679
YDR188W	chrIV	836421	838061	+	1641	2001	1338
YDL133C-A	chrIV	221724	221801	-	78	650	345
YDR531W	chrIV	1498232	1499335	+	1104	685	455
tG(GCC)D1	chrIV	83548	83618	+	71	0	0
YDR226W	chrIV	916486	917154	+	669	1550	1022
YDL054C	chrIV	359825	361285	-	1461	1243	942
YDL205C	chrIV	92762	93745	-	984	1522	804
YDR537C	chrIV	1510856	1511461	-	606	43	33
YDR496C	chrIV	1441433	1443403	-	1971	1601	1049
YDR313C	chrIV	1089219	1090079	-	861	1846	1294
YDL108W	chrIV;chrIV	267698;267807	267725;268699	+;+	921	1545	1426
tV(CAC)D	chrIV	1075472	1075544	-	73	28	8
YDR340W	chrIV	1150881	1151183	+	303	32	12
YDL147W	chrIV	190924	192261	+	1338	9023	5995
YDL081C	chrIV	309802	310122	-	321	2775	1767
YDR283C	chrIV	1025070	1030049	-	4980	2568	2005
YDR261C	chrIV	977521	979209	-	1689	260	282
YDL211C	chrIV	79294	80412	-	1119	184	143
YDL074C	chrIV	324047	326149	-	2103	1635	1030
YDL091C	chrIV	293392	294759	-	1368	3106	2688
YDR346C	chrIV	1167214	1168659	-	1446	3059	2942
YDR072C	chrIV	589761	591344	-	1584	4637	3041
YDR242W	chrIV	946807	948456	+	1650	888	705
YDR323C	chrIV	1112480	1114027	-	1548	787	688
YDR486C	chrIV	1427431	1428120	-	690	2903	1992
YDR420W	chrIV	1306267	1311675	+	5409	3726	2403
YDL122W	chrIV	242552	244981	+	2430	6051	4130
YDR390C	chrIV	1254937	1256847	-	1911	1660	1118
YDR481C	chrIV	1418550	1420250	-	1701	4034	3598
YDR318W	chrIV;chrIV	1103758;1103893	1103809;1104947	+;+	1107	769	691
YDL105W	chrIV	272389	273597	+	1209	305	276
YDL141W	chrIV	203039	205111	+	2073	968	583
YDR400W	chrIV	1271063	1272085	+	1023	618	432
YDR522C	chrIV	1483795	1485303	-	1509	56	48
YDL173W	chrIV	148191	149078	+	888	2165	1912
YDR279W	chrIV	1019368	1020420	+	1053	344	260
YDR281C	chrIV	1022007	1022321	-	315	1062	1564
YDR213W	chrIV	889751	892492	+	2742	1255	691
YDR179W-A	chrIV	819433	820824	+	1392	481	233
YDR330W	chrIV	1127872	1129374	+	1503	5742	3812
YDR106W	chrIV	667004	667858	+	855	112	66
YDL178W	chrIV	139522	141114	+	1593	2663	1652
YDR484W	chrIV	1422763	1424688	+	1926	613	414
YDR308C	chrIV	1078027	1078449	-	423	535	315
YDL192W	chrIV	116321	116866	+	546	471	312
YDL202W	chrIV	98475	99224	+	750	451	371
YDR146C	chrIV	748613	750742	-	2130	174	205
YDR241W	chrIV	945151	945438	+	288	336	204
YDL158C	chrIV	173866	174174	-	309	36	20
YDL185W	chrIV	126787	130002	+	3216	5777	4141
YDR251W	chrIV	960614	963106	+	2493	3166	2300
tL(UAA)D	chrIV	519743	519826	+	84	18	2
YDR192C	chrIV	843569	844861	-	1293	809	628
YDR368W	chrIV	1213904	1214842	+	939	13293	10080
YDR494W	chrIV	1436930	1438015	+	1086	2846	2173
YDR399W	chrIV	1270068	1270733	+	666	1367	979
YDR070C	chrIV	588098	588379	-	282	31925	21493
YDR138W	chrIV	730578	732836	+	2259	1430	1400
YDR031W	chrIV	503498	503863	+	366	683	401
YDR255C	chrIV	966557	967822	-	1266	1996	1672
YDL060W	chrIV	341619	343985	+	2367	1885	1161
YDR048C	chrIV	553084	553398	-	315	7	9
YDR067C	chrIV	582791	583465	-	675	1267	929
YDR126W	chrIV	703234	704244	+	1011	545	402
YDR315C	chrIV	1092741	1093586	-	846	455	213
YDL126C	chrIV	236157	238664	-	2508	20246	13059
YDR262W	chrIV	993134	993952	+	819	13577	9170
tQ(UUG)D3	chrIV	802731	802802	-	72	9	5
YDR345C	chrIV	1162957	1164660	-	1704	1326	2447
YDR079W	chrIV	603064	603399	+	336	598	323
YDR433W	chrIV	1329600	1330040	+	441	85	90
YDL144C	chrIV	198662	199732	-	1071	2781	2212
YDR306C	chrIV	1073735	1075171	-	1437	3587	2757
YDR292C	chrIV	1043146	1045011	-	1866	1961	1601
YDL009C	chrIV	432925	433248	-	324	23	23
YDR290W	chrIV	1039370	1039699	+	330	0	0
YDR282C	chrIV	1023511	1024755	-	1245	1303	1046
YDR170C	chrIV	796193	802222	-	6030	3999	3305
YDR174W	chrIV	812110	812850	+	741	1558	1016
YDL218W	chrIV	66493	67446	+	954	9262	5319
YDL062W	chrIV	339857	340282	+	426	21	13
YDL048C	chrIV	366739	368211	-	1473	7501	4711
YDR500C	chrIV;chrIV	1450198;1450847	1450457;1450853	-;-	267	1633	975
YDR112W	chrIV	679544	679852	+	309	136	74
YDR538W	chrIV	1510902	1511630	+	729	123	67
YDL011C	chrIV	432308	432631	-	324	0	1
YDR355C	chrIV	1186067	1186369	-	303	0	0
YDR301W	chrIV	1063352	1067425	+	4074	1414	1041
YDR412W	chrIV	1294693	1295400	+	708	95	89
YDR530C	chrIV	1496791	1497768	-	978	1950	1442
YDR227W	chrIV	917571	921647	+	4077	2030	1746
YDR041W	chrIV	539803	540414	+	612	4581	3523
YDR015C	chrIV	477960	478199	-	240	0	0
YDL008W	chrIV	433497	433994	+	498	390	417
YDR234W	chrIV	931129	933210	+	2082	3477	3076
YDR511W	chrIV	1470017	1470418	+	402	565	547
YDR519W	chrIV	1480425	1480832	+	408	847	559
YDL086C-A	chrIV	301655	302089	-	435	0	0
YDR250C	chrIV	960086	960361	-	276	67	76
YDR465C	chrIV	1393336	1394574	-	1239	1574	1231
YDL001W	chrIV	447984	449276	+	1293	1027	742
YDR454C	chrIV	1366264	1366827	-	564	627	470
YDR013W	chrIV	473157	473783	+	627	127	68
YDR076W	chrIV	598468	599688	+	1221	537	307
YDL095W	chrIV	287059	289512	+	2454	934	850
YDL007C-A	chrIV	436567	436824	-	258	11	8
YDL130W	chrIV;chrIV	229906;230321	230019;230527	+;+	321	458	243
YDR100W	chrIV	655013	655444	+	432	720	419
YDR479C	chrIV	1415210	1416874	-	1665	3001	2083
tS(AGA)D1	chrIV	437772	437853	+	82	0	0
YDL117W	chrIV	248581	251238	+	2658	395	452
YDR140W	chrIV	734138	734803	+	666	638	647
YDR381W	chrIV;chrIV	1236558;1237609	1236842;1238004	+;+	681	4439	2621
tQ(UUG)D2	chrIV	645153	645224	-	72	1	0
YDR327W	chrIV	1125302	1125628	+	327	137	86
YDR062W	chrIV	576474	578159	+	1686	2111	1468
YDR143C	chrIV	742042	743874	-	1833	3344	3104
YDL172C	chrIV	148607	149086	-	480	0	0
YDL053C	chrIV	361699	362256	-	558	1920	1455
YDR223W	chrIV	912099	913502	+	1404	4336	2419
YDL037C	chrIV	384601	385587	-	987	76	54
YDL167C	chrIV	160995	163154	-	2160	1296	886
YDR246W-A	chrIV	955133	955333	+	201	57	53
YDR371C-A	chrIV	1219509	1219613	-	105	0	0
YDR517W	chrIV	1477239	1478357	+	1119	1419	949
YDL226C	chrIV	51115	52173	-	1059	1117	783
YDR467C	chrIV	1397583	1397909	-	327	8	8
YDL134C	chrIV	219662	220771	-	1110	3876	2578
YDR117C	chrIV	683946	685643	-	1698	821	510
YDR314C	chrIV	1090433	1092511	-	2079	1048	900
YDR440W	chrIV	1342493	1344241	+	1749	382	221
YDR303C	chrIV	1068729	1071386	-	2658	680	489
YDL078C	chrIV	315357	316388	-	1032	12345	5198
YDL238C	chrIV	28985	30454	-	1470	506	386
YDR529C	chrIV	1496165	1496548	-	384	10888	6335
YDR437W	chrIV	1337352	1337774	+	423	421	274
snR47	chrIV	541602	541700	-	99	7	3
YDL196W	chrIV	106741	107070	+	330	293	117
YDR452W	chrIV	1362878	1364902	+	2025	6160	4929
YDR445C	chrIV	1352182	1352589	-	408	0	0
YDR347W	chrIV	1169178	1170143	+	966	1038	696
tQ(UUG)D1	chrIV	520972	521043	+	72	5	0
YDR490C	chrIV	1431968	1434268	-	2301	3876	2465
YDR516C	chrIV	1474974	1476476	-	1503	8569	5477
YDR509W	chrIV	1468226	1468573	+	348	3	1
YDL193W	chrIV	114672	115799	+	1128	994	797
YDL137W	chrIV	216529	217074	+	546	2094	1241
YDL118W	chrIV	247302	247682	+	381	19	12
YDR235W	chrIV	933504	935138	+	1635	1194	808
YDR233C	chrIV	929470	930357	-	888	4422	2839
YDR388W	chrIV	1250186	1251634	+	1449	8241	5680
YDR209C	chrIV	871036	871449	-	414	27	36
YDR049W	chrIV	553254	555152	+	1899	1170	921
YDL194W	chrIV	111580	114234	+	2655	1764	1063
YDR021W	chrIV	486804	488003	+	1200	350	323
YDR353W	chrIV	1183299	1184258	+	960	1566	1353
YDR051C	chrIV	557056	558060	-	1005	4094	2651
YDR288W	chrIV	1037195	1038106	+	912	1373	647
YDR141C	chrIV	734901	739997	-	5097	2506	1737
YDR194C	chrIV	845952	847946	-	1995	1836	1409
YDR424C	chrIV;chrIV;chrIV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	1277	672
YDR054C	chrIV	561440	562327	-	888	3965	3025
YDR122W	chrIV	694700	697894	+	3195	4265	2414
YDR184C	chrIV	830629	831513	-	885	452	283
YDR183C-A	chrIV	830397	830654	-	258	43	41
YDL240W	chrIV	22823	25876	+	3054	404	198
YDR056C	chrIV	565023	565640	-	618	2687	2044
YDR541C	chrIV	1519664	1520698	-	1035	250	198
YDL042C	chrIV	376757	378445	-	1689	442	206
YDR185C	chrIV	831934	832473	-	540	582	371
YDR328C	chrIV	1125434	1126018	-	585	4301	2629
YDR280W	chrIV	1020747	1021664	+	918	1088	854
tV(UAC)D	chrIV	488797	488870	-	74	4	2
YDR098C	chrIV	644178	644930	-	753	1933	1371
YDR005C	chrIV;chrIV	456836;458098	458017;458103	-;-	1188	2182	1538
YDR423C	chrIV	1318046	1319275	-	1230	3213	2790
YDR017C	chrIV	479115	482267	-	3153	3665	2915
YDR419W	chrIV	1303174	1305072	+	1899	1207	818
YDR444W	chrIV	1350290	1352353	+	2064	630	468
YDR341C	chrIV	1151803	1153626	-	1824	2199	1430
YDR154C	chrIV	768403	768753	-	351	81	55
YDR464W	chrIV	1388872	1393179	+	4308	3704	2794
YDR132C	chrIV	718816	720303	-	1488	471	371
YDL210W	chrIV	84270	85985	+	1716	243	325
YDR395W	chrIV	1263324	1266158	+	2835	1499	1126
YDL222C	chrIV	60872	61801	-	930	42336	26955
YDR372C	chrIV	1221112	1222149	-	1038	3061	2135
YDR325W	chrIV	1117126	1120233	+	3108	609	406
YDR216W	chrIV	895035	899006	+	3972	7855	5646
YDR082W	chrIV	610441	611925	+	1485	1456	1127
YDL224C	chrIV	54397	56346	-	1950	3776	3206
YDR498C	chrIV	1445843	1446994	-	1152	1074	845
YDR010C	chrIV	465051	465383	-	333	230	164
YDR006C	chrIV	458542	461247	-	2706	8248	5809
YDR182W	chrIV	827582	829057	+	1476	1931	1316
YDL102W	chrIV	276872	280165	+	3294	566	422
YDL179W	chrIV	138291	139205	+	915	376	477
YDL067C	chrIV	334217	334396	-	180	3197	2023
YDR030C	chrIV	501753	503273	-	1521	1815	1096
YDR020C	chrIV	485746	486444	-	699	398	257
YDR527W	chrIV	1491094	1492413	+	1320	1876	1538
YDR333C	chrIV	1133260	1135431	-	2172	1766	1355
YDL093W	chrIV	289909	292140	+	2232	388	313
YDL043C	chrIV	375680	376480	-	801	325	162
YDR139C	chrIV;chrIV	733618;733776	733702;733924	-;-	234	662	528
YDR322C-A	chrIV	1112003	1112293	-	291	3026	1843
YDL130W-A	chrIV	229171	229431	+	261	6278	4733
YDR210W	chrIV	871074	871301	+	228	0	0
YDR260C	chrIV	976717	977229	-	513	1547	989
YDL017W	chrIV	424209	425732	+	1524	407	409
YDR073W	chrIV	592439	592948	+	510	627	426
YDL069C	chrIV	333121	333810	-	690	39	38
YDR455C	chrIV	1367373	1367681	-	309	5	4
YDR461W	chrIV	1385176	1385286	+	111	90	101
YDR435C	chrIV	1332983	1333969	-	987	671	467
YDL063C	chrIV	338272	340134	-	1863	523	453
YDR121W	chrIV	693585	694175	+	591	646	445
YDR178W	chrIV	817950	818495	+	546	2506	1537
YDL013W	chrIV	429067	430926	+	1860	5398	5117
YDR534C	chrIV	1503314	1504900	-	1587	2135	967
YDR392W	chrIV	1258696	1259709	+	1014	1847	1290
YDR034C-A	chrIV	520516	520692	-	177	7	8
YDL132W	chrIV	224304	226751	+	2448	6222	3460
YDR535C	chrIV;chrIV	1506606;1507315	1507058;1507362	-;-	501	592	761
YDR202C	chrIV	856898	857953	-	1056	1253	1078
YDL050C	chrIV	364446	364817	-	372	3	5
YDR524C-A	chrIV	1489871	1489990	-	120	4	0
YDL109C	chrIV	265258	267201	-	1944	1689	1312
YDR211W	chrIV	884727	886865	+	2139	2076	1382
YDR110W	chrIV	676102	677802	+	1701	1296	704
tG(CCC)D	chrIV	1257008	1257079	-	72	2	0
YDR274C	chrIV	1011589	1011960	-	372	455	285
YDR167W	chrIV	789449	790069	+	621	1358	893
YDR156W	chrIV	769525	769938	+	414	3221	2885
YDL223C	chrIV	57265	60405	-	3141	133071	72238
YDR075W	chrIV	597156	598082	+	927	948	627
YDR039C	chrIV	531307	534582	-	3276	6	2
YDL088C	chrIV	298417	300003	-	1587	2646	1722
YDL129W	chrIV	231024	231899	+	876	1180	723
YDL215C	chrIV	70640	73918	-	3279	5137	3224
YDR297W	chrIV	1056551	1057600	+	1050	364	308
YDR131C	chrIV	716790	718460	-	1671	662	478
YDR230W	chrIV	926223	926570	+	348	4	6
YDR348C	chrIV	1170326	1171825	-	1500	1076	1252
YDL169C	chrIV	158064	158735	-	672	4169	2760
YDR007W	chrIV	461842	462516	+	675	385	226
YDL195W	chrIV	107208	111029	+	3822	7562	5769
YDR263C	chrIV	994242	995534	-	1293	656	430
YDR220C	chrIV	907000	907293	-	294	47	29
YDR429C	chrIV	1324477	1325301	-	825	1504	990
YDR119W-A	chrIV	691014	691214	+	201	2036	820
YDR421W	chrIV	1312040	1314892	+	2853	2549	1835
YDL186W	chrIV	125616	126449	+	834	40	39
YDL198C	chrIV	103649	104551	-	903	286	172
YDL120W	chrIV	245923	246447	+	525	448	339
YDR379W	chrIV	1230167	1233196	+	3030	2604	2339
YDL029W	chrIV;chrIV	399340;399485	399361;400638	+;+	1176	2230	1453
YDR205W	chrIV	859346	861520	+	2175	1073	887
YDR094W	chrIV	635840	636175	+	336	0	0
YDR369C	chrIV	1215016	1217580	-	2565	1354	857
YDR088C	chrIV	618497	619645	-	1149	1880	1407
YDR411C	chrIV	1293369	1294394	-	1026	2064	1394
YDR441C	chrIV	1344517	1345062	-	546	611	411
YDR446W	chrIV	1353725	1354633	+	909	81	64
YDL183C	chrIV	130871	131833	-	963	716	515
YDR194W-A	chrIV	848071	848223	+	153	2	0
YDR114C	chrIV	681924	682226	-	303	11	2
YDR442W	chrIV	1345647	1346039	+	393	2	2
tK(CUU)D2	chrIV	1352466	1352538	-	73	0	0
YDL059C	chrIV	344237	344953	-	717	558	469
YDR016C	chrIV	478474	478758	-	285	151	94
YDR430C	chrIV	1325501	1328470	-	2970	2002	1329
YDR366C	chrIV	1212438	1212836	-	399	137	62
YDR374W-A	chrIV	1224757	1225026	+	270	190	109
YDR293C	chrIV	1045640	1049392	-	3753	22257	14452
YDR459C	chrIV	1382319	1383443	-	1125	648	466
YDR022C	chrIV	488072	488662	-	591	871	909
YDR217C	chrIV	899551	903480	-	3930	1004	880
YDR052C	chrIV	558511	560625	-	2115	1080	853
YDL027C	chrIV	403695	404957	-	1263	3626	2395
YDR104C	chrIV	661173	664910	-	3738	1744	1091
YDL136W	chrIV;chrIV	217600;218008	217602;218367	+;+	363	888	511
YDR248C	chrIV	957758	958339	-	582	1214	858
YDR078C	chrIV	602198	602869	-	672	112	142
YDR068W	chrIV	583713	584645	+	933	2730	2549
YDL080C	chrIV	310642	312471	-	1830	812	711
YDR461C-A	chrIV	1385524	1385766	-	243	1002	549
YDR252W	chrIV	963412	963861	+	450	181	193
YDL046W	chrIV	371240	371761	+	522	7513	5320
YDR540C	chrIV	1517136	1517675	-	540	75	66
YDR181C	chrIV	825910	827355	-	1446	874	678
YDL200C	chrIV	100501	101067	-	567	1323	737
YDR108W	chrIV	671269	673365	+	2097	486	366
YDR337W	chrIV	1146319	1147179	+	861	2106	1539
YDR356W	chrIV	1186107	1188941	+	2835	713	487
YDL235C	chrIV	33415	33918	-	504	1336	793
YDR320W-B	chrIV	1108484	1108621	+	138	2	0
YDL245C	chrIV	11657	13360	-	1704	134	74
YDR170W-A	chrIV	803195	804517	+	1323	947	714
YDR210W-B	chrIV	872112	877425	+	5314	105	89
YDR210C-D	chrIV	878659	883927	-	5269	90	110
YDR316W-B	chrIV	1096064	1101332	+	5269	0	0
YDR261C-D	chrIV	987534	992349	-	4816	8	9
YDR210C-C	chrIV	882605	883927	-	1323	0	0
YDR261C-C	chrIV	991027	992349	-	1323	0	0
YDR261W-B	chrIV	981462	986775	+	5314	92	102
YDR365W-A	chrIV	1206997	1208319	+	1323	0	0
YDR316W-A	chrIV	1096064	1097386	+	1323	0	0
YDR261W-A	chrIV	981462	982778	+	1317	0	0
YDR365W-B	chrIV	1206997	1212265	+	5269	0	1
YDR098C-B	chrIV	645858	651126	-	5269	0	2
YDR098C-A	chrIV	649804	651126	-	1323	0	0
YDR210W-A	chrIV	872112	873428	+	1317	0	0
YDR034C-D	chrIV	514043	519356	-	5314	396	248
YDR034C-C	chrIV	518040	519356	-	1317	0	0
YOR185C	chrXV	681444	682106	-	663	3448	2187
YOR237W	chrXV	781994	783298	+	1305	1552	1777
YOL048C	chrXV;chrXV	240204;241026	240947;241310	-;-	1029	2254	1409
tG(GCC)O1	chrXV	226611	226681	-	71	1	1
YOL144W	chrXV	53098	54552	+	1455	1212	909
snR8	chrXV	832332	832521	+	190	13	32
YOR082C	chrXV	479296	479637	-	342	14	11
YOL072W	chrXV	194970	196337	+	1368	799	672
YOR114W	chrXV	537570	538454	+	885	486	320
YOL085C	chrXV	161673	162014	-	342	37	17
YOR385W	chrXV	1065043	1065915	+	873	6627	6469
YOR214C	chrXV	745593	746303	-	711	138	118
YOL119C	chrXV	94856	96361	-	1506	2761	2289
YOR019W	chrXV	368127	370319	+	2193	3830	2266
YOR206W	chrXV	727512	729644	+	2133	1409	994
YOR345C	chrXV	981812	982162	-	351	3	4
YOR341W	chrXV	960987	965981	+	4995	2464	1532
YOL088C	chrXV	153912	154745	-	834	840	568
YOR392W	chrXV	1079282	1079725	+	444	153	95
YOR160W	chrXV	633839	636757	+	2919	2099	1420
YOR084W	chrXV	480587	481750	+	1164	620	377
YOR039W	chrXV	405768	406544	+	777	949	752
YOR264W	chrXV	818866	820158	+	1293	342	254
YOR281C	chrXV	846269	847129	-	861	590	485
tK(UUU)O	chrXV;chrXV	438643;438703	438679;438738	+;+	73	4	12
YOR230W	chrXV	770800	772113	+	1314	8238	5046
YOR144C	chrXV	602717	605092	-	2376	346	269
YOL081W	chrXV	171070	180309	+	9240	11995	8446
YOL052C	chrXV	232446	233636	-	1191	1210	1008
YOR285W	chrXV	849635	850054	+	420	8592	4734
YOR058C	chrXV	433688	436345	-	2658	3383	3140
YOR270C	chrXV	828052	830574	-	2523	3689	2503
YOL154W	chrXV	34658	35407	+	750	1109	1084
YOR115C	chrXV	538659	539465	-	807	928	512
YOL003C	chrXV	321858	322994	-	1137	668	459
YOR258W	chrXV	811671	812324	+	654	999	751
tN(GUU)O2	chrXV	487439	487512	+	74	2	0
YOL103W	chrXV	124001	125830	+	1830	1010	745
YOR215C	chrXV	746725	747282	-	558	19156	10841
YOL095C	chrXV	139227	141347	-	2121	302	206
YOL063C	chrXV	207392	210265	-	2874	1139	791
YOL079W	chrXV	181057	181455	+	399	0	0
YOR389W	chrXV	1074213	1076087	+	1875	921	747
YOR231W	chrXV	772601	774127	+	1527	2015	1569
YOR021C	chrXV	372798	373439	-	642	1829	1132
YOR139C	chrXV	586950	587342	-	393	14	10
YOR120W	chrXV	551114	552052	+	939	6034	5552
YOL038W	chrXV	255337	256101	+	765	4032	2609
YOR023C	chrXV	376012	377712	-	1701	7631	5629
YOL124C	chrXV	85456	86757	-	1302	564	353
YOR212W	chrXV	742910	744181	+	1272	815	464
YOL013W-A	chrXV	301047	301238	+	192	1	0
YOL120C	chrXV;chrXV	93395;94291	93843;94402	-;-	561	722	376
YOR181W	chrXV	675939	677840	+	1902	2076	1464
YOR333C	chrXV	944541	944957	-	417	0	0
YOR335C	chrXV	946233	949109	-	2877	2443	1771
YOL046C	chrXV	243466	244140	-	675	11	16
YOL029C	chrXV	269815	270420	-	606	234	149
YOL155W-A	chrXV	27084	27218	+	135	13	10
YOR072W	chrXV	461502	461816	+	315	84	63
YOL161C	chrXV	11549	11911	-	363	2	2
snR58	chrXV	136088	136183	-	96	7	5
YOL122C	chrXV	89692	91419	-	1728	1482	838
YOR252W	chrXV	803667	804203	+	537	486	372
YOR157C	chrXV	630966	631751	-	786	1547	1122
YOL107W	chrXV	112102	113130	+	1029	712	404
YOR274W	chrXV	837674	838960	+	1287	1064	871
YOL013W-B	chrXV	300690	300980	+	291	5	4
YOR343C	chrXV	968148	968474	-	327	122	75
YOR093C	chrXV	497506	502452	-	4947	1112	671
YOR381W-A	chrXV	1058423	1058590	+	168	50	32
YOL065C	chrXV	204731	205885	-	1155	1102	798
YOR092W	chrXV	495127	496968	+	1842	1954	1266
YOR207C	chrXV	730008	733457	-	3450	2924	2139
YOR365C	chrXV	1023461	1025572	-	2112	146	112
YOL005C	chrXV	315813	316175	-	363	904	800
YOL020W	chrXV	286172	287950	+	1779	2711	1708
YOL053W	chrXV	230085	231272	+	1188	2244	1506
YOL117W	chrXV	97551	99488	+	1938	1228	970
YOR038C	chrXV	402761	405388	-	2628	567	309
YOR303W	chrXV	882899	884134	+	1236	7322	7402
YOR137C	chrXV	581813	583681	-	1869	1449	1088
YOL034W	chrXV	259923	263204	+	3282	1090	1078
YOR052C	chrXV	426772	427224	-	453	7984	4434
